Name,Gender,City,Age,Income,Risk Tolerance,Investment History,Financial Objective,Preferred Sector,Investment Frequency,Recommended Domain
Susan GrÃ©goire,Man,Lyon,46,46973.86,Medium,"ETF, Immobilier",Retraite,Industrie,Trimestriel,Obligations
Luc Ollivier,Women,Paris,41,54451.92,Medium,Actions,Retraite,Santé,Trimestriel,ETF
Margaux Laine,Man,Paris,49,62381.36,Medium,"Cryptomonnaies, ETF",Retraite,Immobilier,Trimestriel,Immobilier
Marthe Bertrand Le Maillot,Man,Lyon,56,60898.98,Medium,"Cryptomonnaies, Actions",Retraite,Consommation,Trimestriel,Obligations
Guillaume de la Masse,Women,Marseille,50,68843.94,Medium,"Actions, Investissement Socialement Responsable",Retraite,Agriculture,Trimestriel,Obligations
Paul Lemonnier,Man,Marseille,60,93123.8,Medium,"Cryptomonnaies, Actions",Retraite,Finance,Trimestriel,ETF
BenoÃ®t Julien-Jacquot,Man,Toulouse,37,46934,Medium,Obligations,Retraite,Immobilier,Trimestriel,Immobilier
RÃ©my Dufour,Man,Nice,39,69551.26,High,"Fundraising, Actions, ETF, Immobilier",Achat immobilier,Technologie,Trimestriel,Actions
Benjamin-Paul Humbert,Man,Toulouse,33,9366.01,Medium,"Cryptomonnaies, Actions, Obligations",Investir dans l'éducation,Immobilier,Trimestriel,Immobilier
Nicolas Da Silva,Women,Marseille,35,27011.47,Medium,"Cryptomonnaies, Actions, ETF",Retraite,Industrie,Trimestriel,Obligations
DorothÃ©e Grenier,Man,Paris,57,84817.03,Medium,"Cryptomonnaies, Actions, Immobilier",Épargne de sécurité,Immobilier,Trimestriel,Immobilier
Daniel-LÃ©on Marion,Women,Lyon,57,60580.33,Medium,"Cryptomonnaies, Actions, Obligations",Retraite,Finance,Trimestriel,ETF
Nicolas Jacquet,Man,Bordeaux,59,90694.85,Medium,"Immobilier, Startups",Retraite,Santé,Trimestriel,ETF
Emmanuel Menard,Man,Paris,55,51042.81,Medium,"Actions, Startups",Retraite,Agriculture,Trimestriel,Obligations
Julien Marchal,Man,Nantes,36,34279.5,Medium,"Obligations, Immobilier",Retraite,Technologie,Trimestriel,ETF
Antoine Vasseur,Women,Lyon,62,121801.84,High,"Actions, ETF",Retraite,Santé,Mensuel,ETF
Michel Bernard de la Fournier,Man,Toulouse,45,65220.24,Medium,"Cryptomonnaies, Actions",Achat immobilier,Santé,Trimestriel,ETF
TimothÃ©e-Arthur Roy,Man,Paris,40,108697.94,High,"MatiÃ¨res premiÃ¨res, Actions",éducation des enfants,Finance,Mensuel,Actions
Arthur Perrin,Women,Marseille,30,53479.05,High,"Actions, Immobilier, Cryptomonnaies, ETF, Obligations",Voyages,Finance,Trimestriel,Actions
Ã‰lÃ©onore Gomes de la Lamy,Women,Toulouse,31,31939.77,Medium,"ETF, Fundraising",épargne de départ,Industrie,Trimestriel,Obligations
Lucas Daniel,Women,Paris,36,89847.78,High,"Cryptomonnaies, Actions",Retraite,Technologie,Mensuel,Actions
Thierry-Olivier Pasquier,Women,Bordeaux,27,17367.46,Medium,"Immobilier, Obligations",épargne de départ,Consommation,Trimestriel,Obligations
Claudine Lefort de Allard,Women,Lyon,41,75853.03,High,ETF,éducation des enfants,Santé,Trimestriel,Actions
JÃ©rÃ´me Gauthier,Man,Bordeaux,36,47307.96,Medium,"Actions, Investissement Socialement Responsable, ETF",éducation des enfants,Immobilier,Trimestriel,Immobilier
Martin de Briand,Man,Paris,53,70304.66,Medium,"Cryptomonnaies, Actions, Fundraising",Retraite,Immobilier,Trimestriel,Immobilier
AdÃ¨le Ramos,Women,Bordeaux,35,28776.77,Medium,"ETF, Immobilier",éducation des enfants,Immobilier,Trimestriel,Immobilier
ThÃ©ophile Dupuis,Women,Lyon,50,100254.15,High,"Obligations, ETF, Immobilier",Épargne de sécurité,Finance,Mensuel,Actions
VÃ©ronique Le Bailly,Women,Marseille,51,79624.8,Medium,"MatiÃ¨res premiÃ¨res, Startups",Épargne de sécurité,Technologie,Trimestriel,ETF
GrÃ©goire Clerc-Le Goff,Man,Paris,52,45601.46,Medium,"Actions, Obligations",Retraite,Immobilier,Trimestriel,Immobilier
Henri Schmitt-ChrÃ©tien,Man,Bordeaux,38,26906.7,Medium,"Immobilier, Obligations, Fundraising",éducation des enfants,Industrie,Trimestriel,Obligations
Sylvie Bourgeois,Man,Marseille,45,55796.54,Medium,"Actions, Immobilier",Retraite,Industrie,Trimestriel,Obligations
Margaret de Morin,Women,Paris,52,75380.07,Medium,"Actions, Matières premières",Retraite,Agriculture,Trimestriel,Obligations
EugÃ¨ne de la Arnaud,Man,Marseille,49,74208.4,Medium,"Actions, Immobilier",Retraite,Industrie,Trimestriel,Obligations
David Dupuis,Women,Marseille,25,26418.18,Medium,ETF,épargne de départ,Agriculture,Trimestriel,Obligations
Chantal Breton,Women,Paris,47,81702.09,High,"MatiÃ¨res premiÃ¨res, Actions, Cryptomonnaies, ETF, Obligations",éducation des enfants,Santé,Mensuel,ETF
Diane PrÃ©vost,Women,Bordeaux,50,81073.83,Medium,"MatiÃ¨res premiÃ¨res, Obligations",Retraite,Technologie,Trimestriel,ETF
Alix Lopez,Women,Paris,43,67596.94,Medium,"Cryptomonnaies, Immobilier",Retraite,Industrie,Trimestriel,Obligations
Nathalie Courtois de la ChrÃ©tien,Women,Lyon,44,90753.18,High,"Startups, ETF, Obligations",éducation des enfants,Finance,Mensuel,Actions
ThÃ©ophile Boutin,Man,Nice,34,52656.08,High,"Actions, Obligations",épargne de départ,Santé,Trimestriel,ETF
Claudine Seguin,Women,Montpellier,25,24109.41,Medium,"Actions, Obligations",Investir dans l'éducation,Immobilier,Trimestriel,Immobilier
DorothÃ©e DuprÃ©,Man,Paris,52,62125.44,Medium,"ETF, Immobilier",Retraite,Consommation,Trimestriel,Obligations
Roland Fernandes,Man,Marseille,51,48914.85,Medium,"Immobilier, Actions, Obligations",Retraite,Agriculture,Trimestriel,Obligations
Arthur Perrot-Chevalier,Women,Lyon,46,107263.58,High,"Immobilier, Cryptomonnaies, Investissement Socialement Responsable, Obligations",Retraite,Technologie,Mensuel,Actions
Vincent Benard de Bertrand,Man,Nice,42,88393.47,High,"Actions, Obligations",Retraite,Finance,Mensuel,Actions
Sophie Bigot,Man,Bordeaux,25,26322.34,Medium,"Cryptomonnaies, Matières premières",épargne de départ,Agriculture,Trimestriel,Obligations
Guy de la Delaunay,Women,Montpellier,58,46463.14,Medium,"Actions, ETF",Épargne de sécurité,Finance,Trimestriel,ETF
Madeleine Guillon,Man,Montpellier,59,85283.36,Medium,"Cryptomonnaies, Obligations",Retraite,Industrie,Trimestriel,Obligations
Ã‰dith Sauvage,Women,Nantes,26,32014.48,Medium,"ETF, Immobilier",Investir dans l'éducation,Consommation,Trimestriel,Obligations
Ã‰tienne de Legros,Women,Bordeaux,51,71163.29,Medium,"ETF, Immobilier",Retraite,Immobilier,Trimestriel,Immobilier
Anne MarÃ©chal,Man,Marseille,49,45249.96,Medium,"Immobilier, Obligations",éducation des enfants,Finance,Trimestriel,ETF
Luce Guillet,Man,Lyon,25,50062.6,High,"Actions, Immobilier, Cryptomonnaies, ETF, Obligations",Investir dans l'éducation,Santé,Trimestriel,Actions
Jacques Cordier,Man,Marseille,25,26663.26,Medium,"Cryptomonnaies, Actions, ETF",épargne de départ,Immobilier,Trimestriel,Immobilier
CÃ©cile Le Roche,Women,Lyon,37,79558.61,High,"Startups, Obligations, Immobilier",Retraite,Technologie,Trimestriel,Actions
Alexandria Marion-Delattre,Man,Paris,52,115477.56,High,"Actions, ETF, Obligations",Épargne de sécurité,Santé,Mensuel,Actions
GrÃ©goire Carre-Regnier,Women,Nice,45,78169.04,High,"Actions, Obligations",Retraite,Santé,Trimestriel,Actions
William FranÃ§ois du Huet,Man,Paris,56,62487.79,Medium,"Actions, Immobilier",Retraite,Santé,Trimestriel,ETF
Laure Petit,Women,Paris,46,77259.78,Medium,"Cryptomonnaies, Obligations, Startups",Retraite,Agriculture,Trimestriel,Obligations
FrÃ©dÃ©ric Salmon,Man,Nice,35,68302.92,High,"Immobilier, Cryptomonnaies, Matières premières, Fundraising",Achat immobilier,Finance,Trimestriel,Actions
ThÃ©odore Jacob,Man,Paris,56,101250.24,High,"Obligations, Matières premières, ETF, Immobilier",Épargne de sécurité,Technologie,Mensuel,ETF
Maggie Langlois,Women,Nantes,32,35572.29,Medium,"Cryptomonnaies, Obligations, Immobilier",Investir dans l'éducation,Consommation,Trimestriel,Obligations
Raymond Mahe,Women,Nice,30,57451.41,High,"Obligations, Actions, Immobilier",épargne de départ,Finance,Trimestriel,ETF
AndrÃ© Lopes,Women,Nantes,54,64054.14,Medium,"Actions, ETF, Obligations",Retraite,Industrie,Trimestriel,Obligations
Michel Guillon du Pascal,Women,Nantes,39,46453.08,Medium,"Actions, Obligations",Retraite,Immobilier,Trimestriel,Immobilier
Louis-Luc Ferrand,Women,Lyon,58,84955.22,Medium,"Actions, Obligations",Retraite,Consommation,Trimestriel,Obligations
Julien Parent-Maillard,Women,Lyon,42,77213.04,High,"Actions, ETF",Achat immobilier,Santé,Trimestriel,Actions
Corinne Gonzalez,Women,Bordeaux,35,33921.27,Medium,"ETF, Obligations",Retraite,Santé,Trimestriel,ETF
AnaÃ¯s Jourdan,Man,Paris,25,29423.76,Medium,"Cryptomonnaies, Actions, Immobilier",épargne de départ,Industrie,Trimestriel,Obligations
Paulette Perrier de Rodrigues,Man,Nice,34,70317.89,High,"Cryptomonnaies, ETF, Obligations",épargne de départ,Technologie,Trimestriel,Startups
Jean Picard,Women,Toulouse,32,30342.72,Medium,"Actions, ETF, Immobilier",Investir dans l'éducation,Consommation,Trimestriel,Obligations
GÃ©rard Legrand,Women,Lyon,49,105555.83,High,"Actions, Fundraising",éducation des enfants,Technologie,Mensuel,ETF
Thomas Camus-Leblanc,Man,Montpellier,32,35675.48,Medium,"Actions, Obligations",Voyages,Immobilier,Trimestriel,Immobilier
Luc Blanchet du Bousquet,Man,Montpellier,48,59580.31,Medium,"Cryptomonnaies, Matières premières",Achat immobilier,Finance,Trimestriel,ETF
Marine de Bernard,Man,Lyon,34,48782.93,Medium,"ETF, Obligations",Investir dans l'éducation,Finance,Trimestriel,ETF
Alex de la Lefort,Women,Nantes,60,108254.83,Medium,"Obligations, Immobilier",Retraite,Consommation,Trimestriel,Obligations
Anastasie Michel,Women,Nantes,39,36119.13,Medium,"Immobilier, Obligations",Retraite,Immobilier,Trimestriel,Immobilier
Roger Gonzalez,Man,Lille,46,65631.47,Medium,"Actions, Immobilier",Retraite,Agriculture,Trimestriel,Obligations
Denise Dijoux,Women,Lyon,35,52073.19,Medium,"MatiÃ¨res premiÃ¨res, Actions, ETF",Retraite,Immobilier,Trimestriel,Immobilier
Camille Boutin,Man,Nice,36,60890.95,High,"Obligations, ETF, Immobilier",Retraite,Technologie,Trimestriel,Actions
Ã‰lodie Barbier,Women,Bordeaux,25,35910.35,High,"MatiÃ¨res premiÃ¨res, ETF",Investir dans l'éducation,Immobilier,Annuel,Immobilier
Isaac Lesage,Man,Nice,25,31151.56,Medium,"Cryptomonnaies, Actions, Obligations",épargne de départ,Industrie,Trimestriel,Obligations
JÃ©rÃ´me Albert-Berthelot,Women,Marseille,46,53214.64,Medium,Actions,Retraite,Industrie,Trimestriel,Obligations
Arnaude ChrÃ©tien Le Lejeune,Man,Toulouse,59,95459.78,Medium,"Actions, Obligations",Retraite,Finance,Trimestriel,ETF
Jacques ClÃ©ment,Women,Montpellier,58,51015.24,Medium,"Cryptomonnaies, Obligations, Immobilier",Épargne de sécurité,Finance,Trimestriel,ETF
Augustin Lefebvre,Man,Toulouse,53,59504.19,Medium,"Startups, Actions, Obligations",Épargne de sécurité,Immobilier,Trimestriel,Immobilier
Zacharie Martins,Women,Nice,39,88188.42,High,"Cryptomonnaies, Actions, ETF, Immobilier",Achat immobilier,Technologie,Mensuel,Startups
Victoire Guillot,Man,Lyon,40,64616.96,Medium,"Actions, ETF, Obligations",éducation des enfants,Finance,Trimestriel,ETF
VÃ©ronique de Diallo,Man,Lyon,55,36779.47,Medium,"Actions, ETF",Retraite,Industrie,Trimestriel,Obligations
ValÃ©rie Jean,Women,Marseille,41,50831.11,Medium,Actions,éducation des enfants,Santé,Trimestriel,ETF
Joseph Colas,Man,Paris,45,80181,High,"Cryptomonnaies, Obligations, Startups",Achat immobilier,Santé,Mensuel,Actions
Suzanne Blanc,Women,Paris,48,76838.94,Medium,"ETF, Obligations",éducation des enfants,Technologie,Trimestriel,ETF
Claudine Daniel du LÃ©vy,Women,Marseille,41,58449.87,Medium,Actions,Achat immobilier,Technologie,Trimestriel,ETF
Benjamin Millet,Women,Lyon,64,114395.57,Medium,"Cryptomonnaies, Actions, ETF",Retraite,Agriculture,Trimestriel,Obligations
Marine-Audrey Barthelemy,Women,Montpellier,49,40675.8,Medium,"Obligations, Immobilier",Achat immobilier,Immobilier,Trimestriel,Immobilier
FrÃ©dÃ©ric Morin,Man,Nice,37,9681.37,Medium,Actions,éducation des enfants,Immobilier,Trimestriel,Immobilier
ClÃ©mence Brunet,Women,Paris,37,45861.1,Medium,"MatiÃ¨res premiÃ¨res, ETF, Fundraising",Retraite,Immobilier,Trimestriel,Immobilier
InÃ¨s Fernandez,Man,Paris,51,67968.46,Medium,"ETF, Obligations",Épargne de sécurité,Immobilier,Trimestriel,Immobilier
Bernadette ChrÃ©tien,Women,Marseille,51,56363.77,Medium,"Actions, ETF, Obligations",Retraite,Agriculture,Trimestriel,Obligations
GrÃ©goire Delahaye,Women,Nice,41,31007.44,Medium,"Actions, Obligations",éducation des enfants,Immobilier,Trimestriel,Immobilier
Corinne Jourdan de Rousset,Women,Bordeaux,50,70241.17,Medium,ETF,Retraite,Immobilier,Trimestriel,Immobilier
Luc-Georges Barbe,Women,Paris,62,100818.83,Medium,"Actions, Obligations",Épargne de sécurité,Agriculture,Trimestriel,Obligations
Marguerite Le Gall,Women,Toulouse,62,89940.07,Medium,Actions,Retraite,Consommation,Trimestriel,Obligations
Alice de la Barbier,Women,Montpellier,45,70091.04,Medium,"Actions, Obligations",Retraite,Technologie,Trimestriel,ETF
Georges LÃ©vÃªque,Women,Paris,47,83586.75,High,"Cryptomonnaies, Actions, ETF",éducation des enfants,Santé,Mensuel,ETF
Philippine Legendre,Man,Toulouse,29,36131.31,Medium,"Actions, ETF",Investir dans l'éducation,Agriculture,Trimestriel,Obligations
Alain Gillet,Women,Paris,44,28678.37,Medium,"Cryptomonnaies, ETF",Retraite,Agriculture,Trimestriel,Obligations
Xavier Bouvier,Man,Paris,50,40771.88,Medium,"Obligations, Startups",Retraite,Santé,Trimestriel,ETF
BenoÃ®t Leclercq de Adam,Women,Montpellier,52,39895.34,Medium,"Actions, ETF",Retraite,Industrie,Trimestriel,Obligations
Ã‰ric Marin,Man,Lyon,44,62834.73,Medium,"MatiÃ¨res premiÃ¨res, Obligations",Retraite,Santé,Trimestriel,ETF
RenÃ©-Jean Peron,Women,Paris,67,72600.95,Medium,"ETF, Obligations",Retraite,Technologie,Trimestriel,ETF
HonorÃ© Ã‰tienne du Valette,Women,Nice,60,164195.87,High,"MatiÃ¨res premiÃ¨res, ETF, Immobilier",Retraite,Santé,Mensuel,ETF
Adrien Texier,Man,Marseille,25,27283.94,Medium,"Actions, Immobilier",Investir dans l'éducation,Agriculture,Trimestriel,Obligations
Ã‰mile Aubry,Women,Toulouse,54,43151.92,Medium,"ETF, Fundraising",Retraite,Finance,Trimestriel,ETF
Yves Mathieu-Legros,Women,Toulouse,45,46525.8,Medium,"Actions, ETF, Obligations",Retraite,Technologie,Trimestriel,ETF
Olivie-Margaux Loiseau,Women,Montpellier,60,122472.53,High,"Cryptomonnaies, Matières premières, Immobilier",Retraite,Technologie,Mensuel,Actions
ThÃ©rÃ¨se Lenoir,Women,Lyon,54,107696.13,High,"Investissement Socialement Responsable, Actions, ETF, Immobilier",Retraite,Santé,Mensuel,ETF
Thomas de Ollivier,Man,Marseille,37,41860.67,Medium,"Actions, ETF, Fundraising",éducation des enfants,Immobilier,Trimestriel,Immobilier
Denis De Sousa de la Petit,Man,Paris,37,63660.26,High,"Fundraising, Actions, ETF, Startups",Retraite,Technologie,Trimestriel,ETF
Raymond Ledoux,Man,Toulouse,57,57115.01,Medium,"Obligations, Immobilier",Retraite,Immobilier,Trimestriel,Immobilier
Alfred Foucher,Man,Marseille,70,66170.97,Medium,"ETF, Obligations",Épargne de sécurité,Santé,Trimestriel,ETF
Yves Fontaine-Chevalier,Women,Bordeaux,45,39846.19,Medium,"Actions, Immobilier",Achat immobilier,Immobilier,Trimestriel,Immobilier
Laurence VallÃ©e,Women,Paris,38,58664.89,Medium,"MatiÃ¨res premiÃ¨res, Actions",Retraite,Agriculture,Trimestriel,Obligations
Martine Maillet,Man,Lyon,25,42345.69,High,"Obligations, Immobilier",Investir dans l'éducation,Finance,Annuel,Actions
Alexandria Torres,Women,Marseille,31,39832.24,Medium,"Obligations, Immobilier",épargne de départ,Immobilier,Trimestriel,Immobilier
Julie Dubois,Man,Strasbourg,56,51425.6,Medium,"Actions, Obligations",Retraite,Immobilier,Trimestriel,Immobilier
Claude Simon,Man,Nice,25,39995.2,High,"Cryptomonnaies, ETF",Voyages,Consommation,Annuel,Obligations
Maggie Grondin,Man,Montpellier,43,33464.32,Medium,"MatiÃ¨res premiÃ¨res, Obligations",éducation des enfants,Immobilier,Trimestriel,Immobilier
TimothÃ©e BÃ¨gue,Man,Strasbourg,25,26824.4,Medium,"ETF, Immobilier",Investir dans l'éducation,Agriculture,Trimestriel,Obligations
Henri Marion,Women,Nice,39,106212.21,High,"Cryptomonnaies, Matières premières, Actions, Immobilier",Achat immobilier,Technologie,Mensuel,Startups
Laetitia Chevalier,Women,Toulouse,46,53811.48,Medium,"Cryptomonnaies, Immobilier",Retraite,Immobilier,Trimestriel,Immobilier
Jean Besson-Chauvet,Women,Nice,39,28542.04,Medium,"MatiÃ¨res premiÃ¨res, Investissement Socialement Responsable, Obligations",éducation des enfants,Consommation,Trimestriel,Obligations
Constance Roussel,Women,Paris,36,62075.2,High,"MatiÃ¨res premiÃ¨res, Immobilier",éducation des enfants,Finance,Trimestriel,Actions
Marie Legendre,Women,Strasbourg,55,69587.89,Medium,"Obligations, ETF, Immobilier",Épargne de sécurité,Industrie,Trimestriel,Obligations
Arnaude Bonneau,Women,Lyon,34,101686.44,High,"Actions, Obligations",épargne de départ,Technologie,Mensuel,Startups
Ã‰douard Renault,Man,Marseille,38,32946.57,Medium,Immobilier,Retraite,Immobilier,Trimestriel,Immobilier
Gilbert Pelletier,Man,Lyon,29,20575.7,Medium,"Immobilier, ETF, Startups",Investir dans l'éducation,Immobilier,Trimestriel,Immobilier
Augustin Fontaine,Man,Marseille,37,35926.72,Medium,"Cryptomonnaies, Immobilier",éducation des enfants,Consommation,Trimestriel,Obligations
Marc Roy,Women,Lyon,39,53809.34,Medium,"Cryptomonnaies, Actions",Retraite,Immobilier,Trimestriel,Immobilier
Ã‰lodie Laporte,Man,Paris,63,119344.43,High,"Cryptomonnaies, Obligations, Immobilier",Retraite,Santé,Mensuel,Actions
Pierre Godard,Women,Nice,28,57772.42,High,"Cryptomonnaies, Actions, Matières premières, Fundraising",Voyages,Santé,Trimestriel,ETF
Marine Ledoux,Women,Paris,48,102989.71,High,"Cryptomonnaies, Actions, ETF, Obligations",éducation des enfants,Technologie,Mensuel,ETF
BenoÃ®t Gosselin,Man,Paris,55,75756.49,Medium,"MatiÃ¨res premiÃ¨res, ETF",Retraite,Technologie,Trimestriel,ETF
Suzanne Grenier,Women,Toulouse,55,43230.62,Medium,"Cryptomonnaies, Actions",Retraite,Technologie,Trimestriel,ETF
Maurice Vincent,Man,Marseille,36,64064.49,High,"ETF, Obligations",Retraite,Finance,Trimestriel,Actions
Christophe Gauthier,Women,Montpellier,25,14181.56,Medium,"Actions, ETF",épargne de départ,Immobilier,Trimestriel,Immobilier
Jean Albert,Women,Nice,41,79923.32,High,"Investissement Socialement Responsable, Cryptomonnaies, Actions, ETF",éducation des enfants,Technologie,Trimestriel,ETF
Jules Hubert,Man,Paris,48,57842.05,Medium,"MatiÃ¨res premiÃ¨res, ETF",éducation des enfants,Finance,Trimestriel,ETF
Ã‰lise Paul,Man,Paris,37,67970.56,High,"Cryptomonnaies, Obligations, Startups",Retraite,Santé,Trimestriel,ETF
Astrid Rousseau,Man,Paris,46,79048.43,High,"Cryptomonnaies, ETF",Achat immobilier,Santé,Trimestriel,Actions
Martin Diallo,Women,Paris,32,43934.77,Medium,"Investissement Socialement Responsable, Obligations",épargne de départ,Immobilier,Trimestriel,Immobilier
Jacqueline Berthelot,Man,Paris,39,52831.72,Medium,Actions,Retraite,Industrie,Trimestriel,Obligations
Auguste Da Silva,Man,Nice,33,46019.43,Medium,"Actions, Matières premières, ETF",Investir dans l'éducation,Technologie,Trimestriel,Actions
Philippine Grenier,Women,Lyon,49,122376.39,High,"Immobilier, Cryptomonnaies, Actions, Startups",Retraite,Technologie,Mensuel,ETF
TimothÃ©e Costa,Man,Paris,54,98612.57,High,"Cryptomonnaies, Actions",Retraite,Technologie,Mensuel,Actions
Alex du Gallet,Women,Montpellier,40,34502.98,Medium,"Actions, ETF",éducation des enfants,Agriculture,Trimestriel,Obligations
Lucy Lecomte,Women,Nice,32,42152.8,Medium,"MatiÃ¨res premiÃ¨res, Actions",Investir dans l'éducation,Technologie,Trimestriel,ETF
Antoine-RÃ©my Blondel,Man,Marseille,63,91968.78,Medium,"Immobilier, Actions, Obligations",Épargne de sécurité,Industrie,Trimestriel,Obligations
Charlotte Bernier,Man,Lyon,28,44460.45,High,Actions,Investir dans l'éducation,Immobilier,Annuel,Immobilier
Bernard Petit,Women,Nice,46,70377.44,Medium,Obligations,Retraite,Agriculture,Trimestriel,Obligations
Auguste Samson-Gillet,Women,Marseille,36,41069.93,Medium,Obligations,Achat immobilier,Technologie,Trimestriel,Actions
Philippine Arnaud-Royer,Women,Toulouse,32,40743.89,Medium,Actions,épargne de départ,Immobilier,Trimestriel,Immobilier
Ã‰tienne-Alain Garnier,Man,Paris,46,90338.31,High,"ETF, Immobilier",Achat immobilier,Technologie,Mensuel,Actions
Thomas Arnaud,Man,Paris,50,82702.83,Medium,"ETF, Immobilier",Retraite,Immobilier,Trimestriel,Immobilier
Susanne Legrand de Ledoux,Man,Bordeaux,56,66110.86,Medium,"Cryptomonnaies, Actions, ETF",Retraite,Immobilier,Trimestriel,Immobilier
Ã‰mile Bertin,Man,Paris,56,82636.38,Medium,"Cryptomonnaies, Matières premières, Obligations",Épargne de sécurité,Santé,Trimestriel,ETF
Vincent Morel-Julien,Women,Paris,48,59575.05,Medium,"Obligations, Fundraising",éducation des enfants,Immobilier,Trimestriel,Immobilier
EugÃ¨ne Maillot,Women,Lyon,32,53004.85,High,"Startups, ETF, Obligations",Voyages,Santé,Trimestriel,Actions
Dominique-Diane Lucas,Women,Bordeaux,55,76364.83,Medium,"Cryptomonnaies, Actions",Retraite,Immobilier,Trimestriel,Immobilier
AimÃ© Perrin de la Martin,Man,Nantes,48,59133.65,Medium,"Obligations, Actions, Startups",Retraite,Immobilier,Trimestriel,Immobilier
Robert Navarro,Man,Nice,44,71524.59,Medium,"Immobilier, Actions, Startups",Retraite,Consommation,Trimestriel,Obligations
Philippe Pons Le Bonnet,Man,Toulouse,26,24307.76,Medium,"Actions, Obligations",épargne de départ,Industrie,Trimestriel,Obligations
EugÃ¨ne Ribeiro,Man,Nice,48,48303.2,Medium,"Actions, Matières premières",éducation des enfants,Immobilier,Trimestriel,Immobilier
Monique Hoareau,Women,Strasbourg,44,55254.39,Medium,"Actions, ETF",éducation des enfants,Santé,Trimestriel,Actions
Gilles Benard,Man,Montpellier,25,29587.9,Medium,"MatiÃ¨res premiÃ¨res, Fundraising",épargne de départ,Immobilier,Trimestriel,Immobilier
ThÃ©rÃ¨se Raymond-Rossi,Women,Toulouse,47,82060.52,High,"Actions, ETF",Retraite,Finance,Mensuel,ETF
Thibaut Bourgeois,Man,Nantes,25,20558.92,Medium,"Immobilier, Actions, Obligations",épargne de départ,Agriculture,Trimestriel,Obligations
VÃ©ronique Fleury,Women,Toulouse,70,87529.79,Medium,"Cryptomonnaies, Actions",Épargne de sécurité,Immobilier,Trimestriel,Immobilier
Raymond Raymond,Man,Lille,43,66721.06,Medium,"Actions, ETF",éducation des enfants,Immobilier,Trimestriel,Immobilier
Yves Samson,Man,Marseille,42,45942.95,Medium,"Cryptomonnaies, Actions",Achat immobilier,Santé,Trimestriel,ETF
Luce Le Marchal,Man,Paris,40,66001.89,High,"Cryptomonnaies, Actions, Obligations",éducation des enfants,Technologie,Trimestriel,ETF
Alphonse Dupont du Pons,Women,Paris,42,35219.56,Medium,Actions,éducation des enfants,Immobilier,Trimestriel,Immobilier
Susan Bouvier,Women,Paris,35,65625.4,High,"Cryptomonnaies, ETF, Obligations",Retraite,Technologie,Trimestriel,ETF
Christelle Loiseau,Man,Marseille,32,32715.51,Medium,"MatiÃ¨res premiÃ¨res, Immobilier",Voyages,Immobilier,Trimestriel,Immobilier
Valentine Germain,Women,Paris,41,65879,Medium,"Actions, ETF",éducation des enfants,Finance,Trimestriel,ETF
Matthieu Imbert,Women,Paris,36,37489.05,Medium,"Immobilier, Actions, Obligations",Achat immobilier,Immobilier,Trimestriel,Immobilier
Matthieu Meyer,Man,Paris,32,50845.42,High,"Fundraising, Matières premières, ETF, Obligations",Investir dans l'éducation,Finance,Trimestriel,Actions
Alice Mathieu-Gauthier,Women,Bordeaux,39,48888.64,Medium,"ETF, Immobilier",Retraite,Immobilier,Trimestriel,Immobilier
Laetitia Marie,Women,Marseille,58,68862.59,Medium,"Cryptomonnaies, Actions, Immobilier",Retraite,Santé,Trimestriel,ETF
Guillaume Payet,Man,Nice,41,102368.85,High,"Actions, Immobilier",Retraite,Santé,Mensuel,Actions
ThÃ©ophile Masson,Man,Toulouse,25,26160.94,Medium,"Actions, Matières premières, Obligations",Voyages,Agriculture,Trimestriel,Obligations
Bernadette Fabre,Man,Paris,53,123803.24,High,"Cryptomonnaies, Actions",Épargne de sécurité,Technologie,Mensuel,Actions
Arnaude Le Goff,Man,Lyon,46,62759.13,Medium,"Actions, Immobilier",Retraite,Santé,Trimestriel,ETF
Constance Le Thomas,Women,Marseille,50,59763.19,Medium,"Actions, Obligations",Retraite,Finance,Trimestriel,ETF
StÃ©phane du Pottier,Women,Lyon,37,46274.5,Medium,"Immobilier, Obligations",Retraite,Consommation,Trimestriel,Obligations
Laurence Monnier de la Boulanger,Man,Lyon,25,29087.99,Medium,"Actions, ETF",Investir dans l'éducation,Immobilier,Trimestriel,Immobilier
Alexandre Seguin,Man,Lyon,70,87329.09,Medium,"Actions, Immobilier",Retraite,Agriculture,Trimestriel,Obligations
Ã‰lodie-Marthe Auger,Man,Nice,34,64295.86,High,"Startups, Actions, ETF, Immobilier",épargne de départ,Santé,Trimestriel,Actions
Thierry-Joseph Leclerc,Man,Paris,49,98405.42,High,"Investissement Socialement Responsable, Actions, Matières premières, Startups",Retraite,Finance,Mensuel,Actions
Astrid Vidal,Women,Nantes,27,23780.08,Medium,"Actions, Immobilier",Investir dans l'éducation,Immobilier,Trimestriel,Immobilier
Caroline Fernandes-MendÃ¨s,Women,Toulouse,62,69064.61,Medium,"Obligations, Immobilier",Retraite,Immobilier,Trimestriel,Immobilier
FranÃ§oise Lemoine,Man,Nice,37,59379.56,High,"Startups, Actions, Obligations",Retraite,Technologie,Trimestriel,Actions
