Nom,Genre,Ville,Age,Revenu,Tolérance au Risque,Historique d'Investissement,Objectif Financier,Secteur Préféré,Fréquence d'Investissement,Domaine Recommandé
Agathe Brunet,Femme,Paris,43,78531,Élevé,"MatiÃ¨res premiÃ¨res, Actions, ETF",Retraite,Technologie,Trimestriel,ETF
Anne Caron Le GÃ©rard,Femme,Bordeaux,48,78115.03,Moyen,"Immobilier, Obligations, Startups",Retraite,Immobilier,Trimestriel,Immobilier
RÃ©my Lemaire,Homme,Marseille,25,23218.61,Moyen,"Actions, Startups",Investir dans l'éducation,Consommation,Trimestriel,Obligations
Adrien Alves,Femme,Nice,42,73598.88,Élevé,"Cryptomonnaies, Obligations, Matières premières, Immobilier",éducation des enfants,Technologie,Trimestriel,Actions
Camille Dos Santos,Femme,Paris,48,131353.08,Élevé,"Actions, ETF, Obligations",Retraite,Finance,Mensuel,Actions
Arthur Martinez,Homme,Paris,33,54561.06,Élevé,"ETF, Actions, Fundraising, Immobilier",Investir dans l'éducation,Finance,Trimestriel,ETF
Philippe Weiss,Homme,Paris,36,51154.48,Moyen,"ETF, Obligations",Retraite,Immobilier,Trimestriel,Immobilier
Alain Godard,Femme,Lyon,33,41773.66,Moyen,Actions,Investir dans l'éducation,Technologie,Trimestriel,Actions
Ã‰tienne Da Silva-Moreno,Femme,Lille,33,23505.43,Moyen,"Actions, Startups",épargne de départ,Industrie,Trimestriel,Obligations
Bernard Le Hebert,Femme,Paris,53,113521.87,Élevé,"Startups, Cryptomonnaies, ETF, Obligations",Retraite,Santé,Mensuel,Actions
Maryse Barbe,Femme,Paris,49,57966.43,Moyen,"Cryptomonnaies, Obligations",Achat immobilier,Immobilier,Trimestriel,Immobilier
Jean-Jean Potier,Femme,Nantes,26,32980.79,Moyen,"Immobilier, ETF, Obligations",Voyages,Consommation,Trimestriel,Obligations
Michel Le Guillaume,Homme,Paris,41,68384.96,Élevé,"Obligations, ETF, Startups",Retraite,Technologie,Trimestriel,ETF
Richard Gillet,Homme,Bordeaux,38,52593.51,Moyen,"Actions, Startups",éducation des enfants,Santé,Trimestriel,ETF
Roland-Thomas Salmon,Femme,Lyon,45,51866.67,Moyen,"Cryptomonnaies, ETF, Obligations",Retraite,Agriculture,Trimestriel,Obligations
Zacharie Potier,Homme,Strasbourg,53,47456.41,Moyen,"Cryptomonnaies, ETF, Obligations",Épargne de sécurité,Santé,Trimestriel,ETF
Dominique Vasseur,Femme,Paris,25,45175.11,Élevé,"Actions, Fundraising, Immobilier",Investir dans l'éducation,Finance,Annuel,Actions
Maggie Millet,Homme,Lyon,43,114313.17,Élevé,"Obligations, ETF, Startups",Retraite,Technologie,Mensuel,ETF
CÃ©line Hardy,Homme,Paris,40,78944.93,Élevé,"Actions, ETF, Immobilier",Achat immobilier,Technologie,Trimestriel,ETF
Luc Launay,Femme,Lille,36,38849,Moyen,"Cryptomonnaies, Fundraising",Retraite,Immobilier,Trimestriel,Immobilier
Lucie de la Gaudin,Homme,Lyon,25,38623.44,Élevé,"Startups, Cryptomonnaies, Immobilier",Investir dans l'éducation,Agriculture,Annuel,Obligations
Alphonse Marie,Femme,Lyon,33,61603.69,Élevé,"Obligations, Actions, Startups",épargne de départ,Finance,Trimestriel,Actions
William Sanchez,Homme,Marseille,38,58655.15,Moyen,"Fundraising, Obligations",Retraite,Immobilier,Trimestriel,Immobilier
Paul Turpin,Homme,Paris,29,53109.8,Élevé,"Immobilier, ETF, Obligations",épargne de départ,Technologie,Trimestriel,Actions
Louis-Antoine Hoareau,Femme,Paris,25,46873.46,Élevé,"Immobilier, ETF, Startups",épargne de départ,Immobilier,Annuel,Immobilier
Camille Pons,Femme,Montpellier,43,67818.86,Moyen,"MatiÃ¨res premiÃ¨res, Actions, Obligations",éducation des enfants,Immobilier,Trimestriel,Immobilier
Tristan Thierry,Homme,Paris,50,128963.08,Élevé,"Obligations, ETF, Fundraising",Retraite,Santé,Mensuel,ETF
ThÃ©ophile-FrÃ©dÃ©ric Gallet,Homme,Marseille,31,29510.72,Moyen,"Actions, Startups",Investir dans l'éducation,Immobilier,Trimestriel,Immobilier
Ã‰tienne Dubois,Homme,Toulouse,40,34484.49,Moyen,Immobilier,Retraite,Consommation,Trimestriel,Obligations
Alain Guichard,Homme,Paris,56,103863.82,Élevé,"Immobilier, Obligations, ETF, Startups",Retraite,Santé,Mensuel,ETF
Laurence Clerc,Homme,Toulouse,50,60357,Moyen,"Actions, ETF, Obligations",Retraite,Industrie,Trimestriel,Obligations
Thomas Payet,Femme,Paris,41,86312.36,Élevé,"Actions, Immobilier",Achat immobilier,Finance,Mensuel,ETF
Thibaut Lemonnier,Homme,Bordeaux,25,35257.55,Élevé,"Investissement Socialement Responsable, ETF, Obligations",Investir dans l'éducation,Agriculture,Annuel,Obligations
Susan GrÃ©goire,Homme,Lyon,46,46973.86,Moyen,"ETF, Immobilier",Retraite,Industrie,Trimestriel,Obligations
Luc Ollivier,Femme,Paris,41,54451.92,Moyen,Actions,Retraite,Santé,Trimestriel,ETF
Margaux Laine,Homme,Paris,49,62381.36,Moyen,"Cryptomonnaies, ETF",Retraite,Immobilier,Trimestriel,Immobilier
Marthe Bertrand Le Maillot,Homme,Lyon,56,60898.98,Moyen,"Cryptomonnaies, Actions",Retraite,Consommation,Trimestriel,Obligations
Guillaume de la Masse,Femme,Marseille,50,68843.94,Moyen,"Actions, Investissement Socialement Responsable",Retraite,Agriculture,Trimestriel,Obligations
Paul Lemonnier,Homme,Marseille,60,93123.8,Moyen,"Cryptomonnaies, Actions",Retraite,Finance,Trimestriel,ETF
BenoÃ®t Julien-Jacquot,Homme,Toulouse,37,46934,Moyen,Obligations,Retraite,Immobilier,Trimestriel,Immobilier
RÃ©my Dufour,Homme,Nice,39,69551.26,Élevé,"Fundraising, Actions, ETF, Immobilier",Achat immobilier,Technologie,Trimestriel,Actions
Benjamin-Paul Humbert,Homme,Toulouse,33,9366.01,Moyen,"Cryptomonnaies, Actions, Obligations",Investir dans l'éducation,Immobilier,Trimestriel,Immobilier
Nicolas Da Silva,Femme,Marseille,35,27011.47,Moyen,"Cryptomonnaies, Actions, ETF",Retraite,Industrie,Trimestriel,Obligations
DorothÃ©e Grenier,Homme,Paris,57,84817.03,Moyen,"Cryptomonnaies, Actions, Immobilier",Épargne de sécurité,Immobilier,Trimestriel,Immobilier
Daniel-LÃ©on Marion,Femme,Lyon,57,60580.33,Moyen,"Cryptomonnaies, Actions, Obligations",Retraite,Finance,Trimestriel,ETF
Nicolas Jacquet,Homme,Bordeaux,59,90694.85,Moyen,"Immobilier, Startups",Retraite,Santé,Trimestriel,ETF
Emmanuel Menard,Homme,Paris,55,51042.81,Moyen,"Actions, Startups",Retraite,Agriculture,Trimestriel,Obligations
Julien Marchal,Homme,Nantes,36,34279.5,Moyen,"Obligations, Immobilier",Retraite,Technologie,Trimestriel,ETF
Antoine Vasseur,Femme,Lyon,62,121801.84,Élevé,"Actions, ETF",Retraite,Santé,Mensuel,ETF
Michel Bernard de la Fournier,Homme,Toulouse,45,65220.24,Moyen,"Cryptomonnaies, Actions",Achat immobilier,Santé,Trimestriel,ETF
TimothÃ©e-Arthur Roy,Homme,Paris,40,108697.94,Élevé,"MatiÃ¨res premiÃ¨res, Actions",éducation des enfants,Finance,Mensuel,Actions
Arthur Perrin,Femme,Marseille,30,53479.05,Élevé,"Actions, Immobilier, Cryptomonnaies, ETF, Obligations",Voyages,Finance,Trimestriel,Actions
Ã‰lÃ©onore Gomes de la Lamy,Femme,Toulouse,31,31939.77,Moyen,"ETF, Fundraising",épargne de départ,Industrie,Trimestriel,Obligations
Lucas Daniel,Femme,Paris,36,89847.78,Élevé,"Cryptomonnaies, Actions",Retraite,Technologie,Mensuel,Actions
Thierry-Olivier Pasquier,Femme,Bordeaux,27,17367.46,Moyen,"Immobilier, Obligations",épargne de départ,Consommation,Trimestriel,Obligations
Claudine Lefort de Allard,Femme,Lyon,41,75853.03,Élevé,ETF,éducation des enfants,Santé,Trimestriel,Actions
JÃ©rÃ´me Gauthier,Homme,Bordeaux,36,47307.96,Moyen,"Actions, Investissement Socialement Responsable, ETF",éducation des enfants,Immobilier,Trimestriel,Immobilier
Martin de Briand,Homme,Paris,53,70304.66,Moyen,"Cryptomonnaies, Actions, Fundraising",Retraite,Immobilier,Trimestriel,Immobilier
AdÃ¨le Ramos,Femme,Bordeaux,35,28776.77,Moyen,"ETF, Immobilier",éducation des enfants,Immobilier,Trimestriel,Immobilier
ThÃ©ophile Dupuis,Femme,Lyon,50,100254.15,Élevé,"Obligations, ETF, Immobilier",Épargne de sécurité,Finance,Mensuel,Actions
VÃ©ronique Le Bailly,Femme,Marseille,51,79624.8,Moyen,"MatiÃ¨res premiÃ¨res, Startups",Épargne de sécurité,Technologie,Trimestriel,ETF
GrÃ©goire Clerc-Le Goff,Homme,Paris,52,45601.46,Moyen,"Actions, Obligations",Retraite,Immobilier,Trimestriel,Immobilier
Henri Schmitt-ChrÃ©tien,Homme,Bordeaux,38,26906.7,Moyen,"Immobilier, Obligations, Fundraising",éducation des enfants,Industrie,Trimestriel,Obligations
Sylvie Bourgeois,Homme,Marseille,45,55796.54,Moyen,"Actions, Immobilier",Retraite,Industrie,Trimestriel,Obligations
Margaret de Morin,Femme,Paris,52,75380.07,Moyen,"Actions, Matières premières",Retraite,Agriculture,Trimestriel,Obligations
EugÃ¨ne de la Arnaud,Homme,Marseille,49,74208.4,Moyen,"Actions, Immobilier",Retraite,Industrie,Trimestriel,Obligations
David Dupuis,Femme,Marseille,25,26418.18,Moyen,ETF,épargne de départ,Agriculture,Trimestriel,Obligations
Chantal Breton,Femme,Paris,47,81702.09,Élevé,"MatiÃ¨res premiÃ¨res, Actions, Cryptomonnaies, ETF, Obligations",éducation des enfants,Santé,Mensuel,ETF
Diane PrÃ©vost,Femme,Bordeaux,50,81073.83,Moyen,"MatiÃ¨res premiÃ¨res, Obligations",Retraite,Technologie,Trimestriel,ETF
Alix Lopez,Femme,Paris,43,67596.94,Moyen,"Cryptomonnaies, Immobilier",Retraite,Industrie,Trimestriel,Obligations
Nathalie Courtois de la ChrÃ©tien,Femme,Lyon,44,90753.18,Élevé,"Startups, ETF, Obligations",éducation des enfants,Finance,Mensuel,Actions
ThÃ©ophile Boutin,Homme,Nice,34,52656.08,Élevé,"Actions, Obligations",épargne de départ,Santé,Trimestriel,ETF
Claudine Seguin,Femme,Montpellier,25,24109.41,Moyen,"Actions, Obligations",Investir dans l'éducation,Immobilier,Trimestriel,Immobilier
DorothÃ©e DuprÃ©,Homme,Paris,52,62125.44,Moyen,"ETF, Immobilier",Retraite,Consommation,Trimestriel,Obligations
Roland Fernandes,Homme,Marseille,51,48914.85,Moyen,"Immobilier, Actions, Obligations",Retraite,Agriculture,Trimestriel,Obligations
Arthur Perrot-Chevalier,Femme,Lyon,46,107263.58,Élevé,"Immobilier, Cryptomonnaies, Investissement Socialement Responsable, Obligations",Retraite,Technologie,Mensuel,Actions
Vincent Benard de Bertrand,Homme,Nice,42,88393.47,Élevé,"Actions, Obligations",Retraite,Finance,Mensuel,Actions
Sophie Bigot,Homme,Bordeaux,25,26322.34,Moyen,"Cryptomonnaies, Matières premières",épargne de départ,Agriculture,Trimestriel,Obligations
Guy de la Delaunay,Femme,Montpellier,58,46463.14,Moyen,"Actions, ETF",Épargne de sécurité,Finance,Trimestriel,ETF
Madeleine Guillon,Homme,Montpellier,59,85283.36,Moyen,"Cryptomonnaies, Obligations",Retraite,Industrie,Trimestriel,Obligations
Ã‰dith Sauvage,Femme,Nantes,26,32014.48,Moyen,"ETF, Immobilier",Investir dans l'éducation,Consommation,Trimestriel,Obligations
Ã‰tienne de Legros,Femme,Bordeaux,51,71163.29,Moyen,"ETF, Immobilier",Retraite,Immobilier,Trimestriel,Immobilier
Anne MarÃ©chal,Homme,Marseille,49,45249.96,Moyen,"Immobilier, Obligations",éducation des enfants,Finance,Trimestriel,ETF
Luce Guillet,Homme,Lyon,25,50062.6,Élevé,"Actions, Immobilier, Cryptomonnaies, ETF, Obligations",Investir dans l'éducation,Santé,Trimestriel,Actions
Jacques Cordier,Homme,Marseille,25,26663.26,Moyen,"Cryptomonnaies, Actions, ETF",épargne de départ,Immobilier,Trimestriel,Immobilier
CÃ©cile Le Roche,Femme,Lyon,37,79558.61,Élevé,"Startups, Obligations, Immobilier",Retraite,Technologie,Trimestriel,Actions
Alexandria Marion-Delattre,Homme,Paris,52,115477.56,Élevé,"Actions, ETF, Obligations",Épargne de sécurité,Santé,Mensuel,Actions
GrÃ©goire Carre-Regnier,Femme,Nice,45,78169.04,Élevé,"Actions, Obligations",Retraite,Santé,Trimestriel,Actions
William FranÃ§ois du Huet,Homme,Paris,56,62487.79,Moyen,"Actions, Immobilier",Retraite,Santé,Trimestriel,ETF
Laure Petit,Femme,Paris,46,77259.78,Moyen,"Cryptomonnaies, Obligations, Startups",Retraite,Agriculture,Trimestriel,Obligations
FrÃ©dÃ©ric Salmon,Homme,Nice,35,68302.92,Élevé,"Immobilier, Cryptomonnaies, Matières premières, Fundraising",Achat immobilier,Finance,Trimestriel,Actions
ThÃ©odore Jacob,Homme,Paris,56,101250.24,Élevé,"Obligations, Matières premières, ETF, Immobilier",Épargne de sécurité,Technologie,Mensuel,ETF
Maggie Langlois,Femme,Nantes,32,35572.29,Moyen,"Cryptomonnaies, Obligations, Immobilier",Investir dans l'éducation,Consommation,Trimestriel,Obligations
Raymond Mahe,Femme,Nice,30,57451.41,Élevé,"Obligations, Actions, Immobilier",épargne de départ,Finance,Trimestriel,ETF
AndrÃ© Lopes,Femme,Nantes,54,64054.14,Moyen,"Actions, ETF, Obligations",Retraite,Industrie,Trimestriel,Obligations
Michel Guillon du Pascal,Femme,Nantes,39,46453.08,Moyen,"Actions, Obligations",Retraite,Immobilier,Trimestriel,Immobilier
Louis-Luc Ferrand,Femme,Lyon,58,84955.22,Moyen,"Actions, Obligations",Retraite,Consommation,Trimestriel,Obligations
Julien Parent-Maillard,Femme,Lyon,42,77213.04,Élevé,"Actions, ETF",Achat immobilier,Santé,Trimestriel,Actions
Corinne Gonzalez,Femme,Bordeaux,35,33921.27,Moyen,"ETF, Obligations",Retraite,Santé,Trimestriel,ETF
AnaÃ¯s Jourdan,Homme,Paris,25,29423.76,Moyen,"Cryptomonnaies, Actions, Immobilier",épargne de départ,Industrie,Trimestriel,Obligations
Paulette Perrier de Rodrigues,Homme,Nice,34,70317.89,Élevé,"Cryptomonnaies, ETF, Obligations",épargne de départ,Technologie,Trimestriel,Startups
Jean Picard,Femme,Toulouse,32,30342.72,Moyen,"Actions, ETF, Immobilier",Investir dans l'éducation,Consommation,Trimestriel,Obligations
GÃ©rard Legrand,Femme,Lyon,49,105555.83,Élevé,"Actions, Fundraising",éducation des enfants,Technologie,Mensuel,ETF
Thomas Camus-Leblanc,Homme,Montpellier,32,35675.48,Moyen,"Actions, Obligations",Voyages,Immobilier,Trimestriel,Immobilier
Luc Blanchet du Bousquet,Homme,Montpellier,48,59580.31,Moyen,"Cryptomonnaies, Matières premières",Achat immobilier,Finance,Trimestriel,ETF
Marine de Bernard,Homme,Lyon,34,48782.93,Moyen,"ETF, Obligations",Investir dans l'éducation,Finance,Trimestriel,ETF
Alex de la Lefort,Femme,Nantes,60,108254.83,Moyen,"Obligations, Immobilier",Retraite,Consommation,Trimestriel,Obligations
Anastasie Michel,Femme,Nantes,39,36119.13,Moyen,"Immobilier, Obligations",Retraite,Immobilier,Trimestriel,Immobilier
Roger Gonzalez,Homme,Lille,46,65631.47,Moyen,"Actions, Immobilier",Retraite,Agriculture,Trimestriel,Obligations
Denise Dijoux,Femme,Lyon,35,52073.19,Moyen,"MatiÃ¨res premiÃ¨res, Actions, ETF",Retraite,Immobilier,Trimestriel,Immobilier
Camille Boutin,Homme,Nice,36,60890.95,Élevé,"Obligations, ETF, Immobilier",Retraite,Technologie,Trimestriel,Actions
Ã‰lodie Barbier,Femme,Bordeaux,25,35910.35,Élevé,"MatiÃ¨res premiÃ¨res, ETF",Investir dans l'éducation,Immobilier,Annuel,Immobilier
Isaac Lesage,Homme,Nice,25,31151.56,Moyen,"Cryptomonnaies, Actions, Obligations",épargne de départ,Industrie,Trimestriel,Obligations
JÃ©rÃ´me Albert-Berthelot,Femme,Marseille,46,53214.64,Moyen,Actions,Retraite,Industrie,Trimestriel,Obligations
Arnaude ChrÃ©tien Le Lejeune,Homme,Toulouse,59,95459.78,Moyen,"Actions, Obligations",Retraite,Finance,Trimestriel,ETF
Jacques ClÃ©ment,Femme,Montpellier,58,51015.24,Moyen,"Cryptomonnaies, Obligations, Immobilier",Épargne de sécurité,Finance,Trimestriel,ETF
Augustin Lefebvre,Homme,Toulouse,53,59504.19,Moyen,"Startups, Actions, Obligations",Épargne de sécurité,Immobilier,Trimestriel,Immobilier
Zacharie Martins,Femme,Nice,39,88188.42,Élevé,"Cryptomonnaies, Actions, ETF, Immobilier",Achat immobilier,Technologie,Mensuel,Startups
Victoire Guillot,Homme,Lyon,40,64616.96,Moyen,"Actions, ETF, Obligations",éducation des enfants,Finance,Trimestriel,ETF
VÃ©ronique de Diallo,Homme,Lyon,55,36779.47,Moyen,"Actions, ETF",Retraite,Industrie,Trimestriel,Obligations
ValÃ©rie Jean,Femme,Marseille,41,50831.11,Moyen,Actions,éducation des enfants,Santé,Trimestriel,ETF
Joseph Colas,Homme,Paris,45,80181,Élevé,"Cryptomonnaies, Obligations, Startups",Achat immobilier,Santé,Mensuel,Actions
Suzanne Blanc,Femme,Paris,48,76838.94,Moyen,"ETF, Obligations",éducation des enfants,Technologie,Trimestriel,ETF
Claudine Daniel du LÃ©vy,Femme,Marseille,41,58449.87,Moyen,Actions,Achat immobilier,Technologie,Trimestriel,ETF
Benjamin Millet,Femme,Lyon,64,114395.57,Moyen,"Cryptomonnaies, Actions, ETF",Retraite,Agriculture,Trimestriel,Obligations
Marine-Audrey Barthelemy,Femme,Montpellier,49,40675.8,Moyen,"Obligations, Immobilier",Achat immobilier,Immobilier,Trimestriel,Immobilier
FrÃ©dÃ©ric Morin,Homme,Nice,37,9681.37,Moyen,Actions,éducation des enfants,Immobilier,Trimestriel,Immobilier
ClÃ©mence Brunet,Femme,Paris,37,45861.1,Moyen,"MatiÃ¨res premiÃ¨res, ETF, Fundraising",Retraite,Immobilier,Trimestriel,Immobilier
InÃ¨s Fernandez,Homme,Paris,51,67968.46,Moyen,"ETF, Obligations",Épargne de sécurité,Immobilier,Trimestriel,Immobilier
Bernadette ChrÃ©tien,Femme,Marseille,51,56363.77,Moyen,"Actions, ETF, Obligations",Retraite,Agriculture,Trimestriel,Obligations
GrÃ©goire Delahaye,Femme,Nice,41,31007.44,Moyen,"Actions, Obligations",éducation des enfants,Immobilier,Trimestriel,Immobilier
Corinne Jourdan de Rousset,Femme,Bordeaux,50,70241.17,Moyen,ETF,Retraite,Immobilier,Trimestriel,Immobilier
Luc-Georges Barbe,Femme,Paris,62,100818.83,Moyen,"Actions, Obligations",Épargne de sécurité,Agriculture,Trimestriel,Obligations
Marguerite Le Gall,Femme,Toulouse,62,89940.07,Moyen,Actions,Retraite,Consommation,Trimestriel,Obligations
Alice de la Barbier,Femme,Montpellier,45,70091.04,Moyen,"Actions, Obligations",Retraite,Technologie,Trimestriel,ETF
Georges LÃ©vÃªque,Femme,Paris,47,83586.75,Élevé,"Cryptomonnaies, Actions, ETF",éducation des enfants,Santé,Mensuel,ETF
Philippine Legendre,Homme,Toulouse,29,36131.31,Moyen,"Actions, ETF",Investir dans l'éducation,Agriculture,Trimestriel,Obligations
Alain Gillet,Femme,Paris,44,28678.37,Moyen,"Cryptomonnaies, ETF",Retraite,Agriculture,Trimestriel,Obligations
Xavier Bouvier,Homme,Paris,50,40771.88,Moyen,"Obligations, Startups",Retraite,Santé,Trimestriel,ETF
BenoÃ®t Leclercq de Adam,Femme,Montpellier,52,39895.34,Moyen,"Actions, ETF",Retraite,Industrie,Trimestriel,Obligations
Ã‰ric Marin,Homme,Lyon,44,62834.73,Moyen,"MatiÃ¨res premiÃ¨res, Obligations",Retraite,Santé,Trimestriel,ETF
RenÃ©-Jean Peron,Femme,Paris,67,72600.95,Moyen,"ETF, Obligations",Retraite,Technologie,Trimestriel,ETF
HonorÃ© Ã‰tienne du Valette,Femme,Nice,60,164195.87,Élevé,"MatiÃ¨res premiÃ¨res, ETF, Immobilier",Retraite,Santé,Mensuel,ETF
Adrien Texier,Homme,Marseille,25,27283.94,Moyen,"Actions, Immobilier",Investir dans l'éducation,Agriculture,Trimestriel,Obligations
Ã‰mile Aubry,Femme,Toulouse,54,43151.92,Moyen,"ETF, Fundraising",Retraite,Finance,Trimestriel,ETF
Yves Mathieu-Legros,Femme,Toulouse,45,46525.8,Moyen,"Actions, ETF, Obligations",Retraite,Technologie,Trimestriel,ETF
Olivie-Margaux Loiseau,Femme,Montpellier,60,122472.53,Élevé,"Cryptomonnaies, Matières premières, Immobilier",Retraite,Technologie,Mensuel,Actions
ThÃ©rÃ¨se Lenoir,Femme,Lyon,54,107696.13,Élevé,"Investissement Socialement Responsable, Actions, ETF, Immobilier",Retraite,Santé,Mensuel,ETF
Thomas de Ollivier,Homme,Marseille,37,41860.67,Moyen,"Actions, ETF, Fundraising",éducation des enfants,Immobilier,Trimestriel,Immobilier
Denis De Sousa de la Petit,Homme,Paris,37,63660.26,Élevé,"Fundraising, Actions, ETF, Startups",Retraite,Technologie,Trimestriel,ETF
Raymond Ledoux,Homme,Toulouse,57,57115.01,Moyen,"Obligations, Immobilier",Retraite,Immobilier,Trimestriel,Immobilier
Alfred Foucher,Homme,Marseille,70,66170.97,Moyen,"ETF, Obligations",Épargne de sécurité,Santé,Trimestriel,ETF
Yves Fontaine-Chevalier,Femme,Bordeaux,45,39846.19,Moyen,"Actions, Immobilier",Achat immobilier,Immobilier,Trimestriel,Immobilier
Laurence VallÃ©e,Femme,Paris,38,58664.89,Moyen,"MatiÃ¨res premiÃ¨res, Actions",Retraite,Agriculture,Trimestriel,Obligations
Martine Maillet,Homme,Lyon,25,42345.69,Élevé,"Obligations, Immobilier",Investir dans l'éducation,Finance,Annuel,Actions
Alexandria Torres,Femme,Marseille,31,39832.24,Moyen,"Obligations, Immobilier",épargne de départ,Immobilier,Trimestriel,Immobilier
Julie Dubois,Homme,Strasbourg,56,51425.6,Moyen,"Actions, Obligations",Retraite,Immobilier,Trimestriel,Immobilier
Claude Simon,Homme,Nice,25,39995.2,Élevé,"Cryptomonnaies, ETF",Voyages,Consommation,Annuel,Obligations
Maggie Grondin,Homme,Montpellier,43,33464.32,Moyen,"MatiÃ¨res premiÃ¨res, Obligations",éducation des enfants,Immobilier,Trimestriel,Immobilier
TimothÃ©e BÃ¨gue,Homme,Strasbourg,25,26824.4,Moyen,"ETF, Immobilier",Investir dans l'éducation,Agriculture,Trimestriel,Obligations
Henri Marion,Femme,Nice,39,106212.21,Élevé,"Cryptomonnaies, Matières premières, Actions, Immobilier",Achat immobilier,Technologie,Mensuel,Startups
Laetitia Chevalier,Femme,Toulouse,46,53811.48,Moyen,"Cryptomonnaies, Immobilier",Retraite,Immobilier,Trimestriel,Immobilier
Jean Besson-Chauvet,Femme,Nice,39,28542.04,Moyen,"MatiÃ¨res premiÃ¨res, Investissement Socialement Responsable, Obligations",éducation des enfants,Consommation,Trimestriel,Obligations
Constance Roussel,Femme,Paris,36,62075.2,Élevé,"MatiÃ¨res premiÃ¨res, Immobilier",éducation des enfants,Finance,Trimestriel,Actions
Marie Legendre,Femme,Strasbourg,55,69587.89,Moyen,"Obligations, ETF, Immobilier",Épargne de sécurité,Industrie,Trimestriel,Obligations
Arnaude Bonneau,Femme,Lyon,34,101686.44,Élevé,"Actions, Obligations",épargne de départ,Technologie,Mensuel,Startups
Ã‰douard Renault,Homme,Marseille,38,32946.57,Moyen,Immobilier,Retraite,Immobilier,Trimestriel,Immobilier
Gilbert Pelletier,Homme,Lyon,29,20575.7,Moyen,"Immobilier, ETF, Startups",Investir dans l'éducation,Immobilier,Trimestriel,Immobilier
Augustin Fontaine,Homme,Marseille,37,35926.72,Moyen,"Cryptomonnaies, Immobilier",éducation des enfants,Consommation,Trimestriel,Obligations
Marc Roy,Femme,Lyon,39,53809.34,Moyen,"Cryptomonnaies, Actions",Retraite,Immobilier,Trimestriel,Immobilier
Ã‰lodie Laporte,Homme,Paris,63,119344.43,Élevé,"Cryptomonnaies, Obligations, Immobilier",Retraite,Santé,Mensuel,Actions
Pierre Godard,Femme,Nice,28,57772.42,Élevé,"Cryptomonnaies, Actions, Matières premières, Fundraising",Voyages,Santé,Trimestriel,ETF
Marine Ledoux,Femme,Paris,48,102989.71,Élevé,"Cryptomonnaies, Actions, ETF, Obligations",éducation des enfants,Technologie,Mensuel,ETF
BenoÃ®t Gosselin,Homme,Paris,55,75756.49,Moyen,"MatiÃ¨res premiÃ¨res, ETF",Retraite,Technologie,Trimestriel,ETF
Suzanne Grenier,Femme,Toulouse,55,43230.62,Moyen,"Cryptomonnaies, Actions",Retraite,Technologie,Trimestriel,ETF
Maurice Vincent,Homme,Marseille,36,64064.49,Élevé,"ETF, Obligations",Retraite,Finance,Trimestriel,Actions
Christophe Gauthier,Femme,Montpellier,25,14181.56,Moyen,"Actions, ETF",épargne de départ,Immobilier,Trimestriel,Immobilier
Jean Albert,Femme,Nice,41,79923.32,Élevé,"Investissement Socialement Responsable, Cryptomonnaies, Actions, ETF",éducation des enfants,Technologie,Trimestriel,ETF
Jules Hubert,Homme,Paris,48,57842.05,Moyen,"MatiÃ¨res premiÃ¨res, ETF",éducation des enfants,Finance,Trimestriel,ETF
Ã‰lise Paul,Homme,Paris,37,67970.56,Élevé,"Cryptomonnaies, Obligations, Startups",Retraite,Santé,Trimestriel,ETF
Astrid Rousseau,Homme,Paris,46,79048.43,Élevé,"Cryptomonnaies, ETF",Achat immobilier,Santé,Trimestriel,Actions
Martin Diallo,Femme,Paris,32,43934.77,Moyen,"Investissement Socialement Responsable, Obligations",épargne de départ,Immobilier,Trimestriel,Immobilier
Jacqueline Berthelot,Homme,Paris,39,52831.72,Moyen,Actions,Retraite,Industrie,Trimestriel,Obligations
Auguste Da Silva,Homme,Nice,33,46019.43,Moyen,"Actions, Matières premières, ETF",Investir dans l'éducation,Technologie,Trimestriel,Actions
Philippine Grenier,Femme,Lyon,49,122376.39,Élevé,"Immobilier, Cryptomonnaies, Actions, Startups",Retraite,Technologie,Mensuel,ETF
TimothÃ©e Costa,Homme,Paris,54,98612.57,Élevé,"Cryptomonnaies, Actions",Retraite,Technologie,Mensuel,Actions
Alex du Gallet,Femme,Montpellier,40,34502.98,Moyen,"Actions, ETF",éducation des enfants,Agriculture,Trimestriel,Obligations
Lucy Lecomte,Femme,Nice,32,42152.8,Moyen,"MatiÃ¨res premiÃ¨res, Actions",Investir dans l'éducation,Technologie,Trimestriel,ETF
Antoine-RÃ©my Blondel,Homme,Marseille,63,91968.78,Moyen,"Immobilier, Actions, Obligations",Épargne de sécurité,Industrie,Trimestriel,Obligations
Charlotte Bernier,Homme,Lyon,28,44460.45,Élevé,Actions,Investir dans l'éducation,Immobilier,Annuel,Immobilier
Bernard Petit,Femme,Nice,46,70377.44,Moyen,Obligations,Retraite,Agriculture,Trimestriel,Obligations
Auguste Samson-Gillet,Femme,Marseille,36,41069.93,Moyen,Obligations,Achat immobilier,Technologie,Trimestriel,Actions
Philippine Arnaud-Royer,Femme,Toulouse,32,40743.89,Moyen,Actions,épargne de départ,Immobilier,Trimestriel,Immobilier
Ã‰tienne-Alain Garnier,Homme,Paris,46,90338.31,Élevé,"ETF, Immobilier",Achat immobilier,Technologie,Mensuel,Actions
